City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Delhi,07-05-2016,77.89,193.14,15.3,66.68,70.75,39.63,0.98,20.15,75.61,4.69,10.97,229,Poor
Delhi,08-05-2016,90.19,208.75,7.73,64.2,59.4,45.99,1.1,25.25,81.61,4.6,10.54,246,Poor
Delhi,09-05-2016,77.34,168.66,3.71,48.67,43.92,51.11,1.04,18.97,79.06,3.04,6.31,225,Poor
Delhi,10-05-2016,73.55,174.94,5.87,57.52,54.56,43.66,1.05,22.26,68.57,3.71,14.27,221,Poor
Delhi,11-05-2016,66.49,112.6,6.74,52.3,50.94,53.04,0.98,16.32,61.02,2.99,12.34,185,Moderate
Delhi,12-05-2016,100.09,207.98,14.69,64.25,67.9,66.64,1.34,17.95,76.43,4.2,14.3,218,Poor
Delhi,13-05-2016,99.88,250.51,37,60.29,80.62,56.26,1.1,16.54,95.52,5.83,18.17,310,Very Poor
Delhi,14-05-2016,105.51,292.64,46.21,67.71,78.61,52.87,1.44,20.49,86.22,6.12,19.79,307,Very Poor
Delhi,15-05-2016,128.85,379.8,50.68,57.06,64.22,46.77,1.83,18.7,56.63,6.57,17.73,325,Very Poor
Delhi,16-05-2016,94.89,247.95,37.68,58.46,85.72,31,1.12,21.19,62.4,4.32,10.12,316,Very Poor
Delhi,17-05-2016,92.95,249.27,32.62,62.4,98,29.12,1.19,27.34,89.66,4.72,9.81,302,Very Poor
Delhi,18-05-2016,117.64,266.72,52.8,80.57,118.39,26.39,1.76,31.96,105.42,5.44,13.84,318,Very Poor
Delhi,19-05-2016,94.22,219.01,11.17,67.73,74.26,43.64,1.86,27.98,85.76,3.74,9.37,300,Poor
Delhi,20-05-2016,70.86,186.97,7.21,52.02,55.3,57.83,1.07,12.82,77.8,2.58,8.41,246,Poor
Delhi,21-05-2016,78.02,233.72,4.48,48.23,45.61,55.28,0.96,13.08,107.9,1.88,4.19,255,Poor
Delhi,22-05-2016,66.3,149.31,4.99,53.42,50.1,46.09,0.99,15.3,101.65,1.16,2.82,218,Poor
Delhi,23-05-2016,87.31,163.9,5.25,45.86,47.55,40.22,0.79,16.69,93.48,0.87,2.5,252,Poor
Delhi,24-05-2016,57.35,103.26,12.6,43.57,53.77,36.69,0.89,13.46,75.38,0.99,3.18,190,Moderate
Delhi,25-05-2016,105.02,240.52,14.64,50.77,61.13,48.53,1.48,13.98,126.55,1.86,5.87,256,Poor
Delhi,26-05-2016,111.22,293.73,22.75,48.12,58.91,42.29,1.06,11.79,160.06,1.57,5.7,311,Very Poor
Delhi,27-05-2016,180.71,379.29,25.71,50.38,65.02,43.19,1.29,13.73,169.35,2.65,8.03,381,Very Poor
Delhi,28-05-2016,109.82,314,8.63,34.37,35.37,29.71,0.96,15.48,120.76,1.62,8.72,409,Severe
Delhi,29-05-2016,42.67,169.36,3.57,35.71,22.06,30.46,0.87,10.6,101.26,0.66,1.44,269,Poor
Delhi,30-05-2016,56.87,101.24,21.03,50.18,64.65,39.34,1.39,11.3,73.43,2.4,9.91,187,Moderate
Delhi,31-05-2016,101.54,214.14,31.68,49.41,78.79,47.17,1.29,9.15,83.4,4.76,18.77,225,Poor
Delhi,01-06-2016,76.56,251.87,17.71,44.55,57.7,37.91,1.04,13.11,86.34,4.57,10.9,283,Poor
Delhi,02-06-2016,81.4,298.5,26.72,49.88,73.71,37.86,1.3,13.87,94.77,4.72,10.98,316,Very Poor
Delhi,03-06-2016,138.97,296.64,53.59,74.99,108.21,44.94,1.7,21.41,129.18,8.08,24.79,361,Very Poor
Delhi,04-06-2016,137.81,274.63,26.48,75.26,92.33,47.59,1.48,15.4,115.31,5.88,20.24,330,Very Poor
Delhi,05-06-2016,77.72,166.28,4.05,36.69,33.03,51.64,0.99,11.7,78.8,2.31,10.45,256,Poor
Delhi,06-06-2016,84.61,208.17,8.11,45.47,45.71,35.52,1.48,14.68,100.24,2.73,12.57,237,Poor
Delhi,07-06-2016,66.72,152.18,8.77,45.5,52.2,33.33,1.77,15.9,82.33,3.28,16.6,246,Poor
Delhi,08-06-2016,64.08,143.88,7.96,57.31,61.05,32.67,1.45,19.95,79.75,4.35,16.88,202,Poor
Delhi,09-06-2016,64.95,187.69,15.09,49.67,63.99,35.28,1.75,15.09,84.94,4.18,13.88,209,Poor
Delhi,10-06-2016,75.75,239.74,20.49,51.75,71.2,30.18,3.84,18.14,92.8,4.58,15.79,262,Poor
Delhi,11-06-2016,69.25,225.52,15.79,38.84,53.11,37.83,3.61,9.83,68.93,4.66,13.22,280,Poor
Delhi,12-06-2016,70.71,272.34,19.62,40.04,59.25,33.33,2.59,9.78,70.91,3.45,10.63,279,Poor
Delhi,13-06-2016,96.72,332.91,20.53,34.52,56.84,34.24,3.24,10.14,98.09,4.68,8.25,357,Very Poor
Delhi,14-06-2016,59.02,197.51,27.2,38.55,68.18,38.65,3.44,8.29,57.42,6.15,9.97,266,Poor
Delhi,15-06-2016,102.42,330.36,18.12,37.74,55.24,42.47,1.59,11.23,65.24,4.53,17.16,330,Very Poor
Delhi,16-06-2016,62.37,109.42,7.69,30.44,32.88,34.5,2.49,9.89,56.97,2.66,9.95,248,Poor
Delhi,17-06-2016,67.76,120.06,16.21,41.27,52.49,32.53,1.87,10.43,59.25,2.66,10.79,172,Moderate
Delhi,18-06-2016,79.17,142.57,7.3,33.98,35.75,33.32,1.94,8.64,68.32,2.64,9,234,Poor
Delhi,19-06-2016,101.31,101.54,7.47,32.55,34.9,34.93,2.64,9.51,56.24,2.99,6.88,201,Poor
Delhi,20-06-2016,83.1,84.18,11.99,40.24,47.72,34.93,2.11,11.24,52.76,3.21,9.95,206,Poor
Delhi,21-06-2016,72.33,54.85,6.49,32.04,32.95,35.69,2.49,10.54,43.4,2.81,6.77,159,Moderate
Delhi,22-06-2016,75.14,99.89,9.12,31.89,37.74,31.53,3.73,7.88,51.74,3.39,9.43,187,Moderate
Delhi,23-06-2016,91.63,98.88,10.88,37.7,44.63,28.31,2.11,8.34,55.92,3.55,10.1,228,Poor
Delhi,24-06-2016,100.02,331.1,15.97,45.29,60.69,33.1,2.02,9.03,101.3,3.84,12.19,284,Poor
Delhi,25-06-2016,67.12,175.26,4.67,50.91,51.52,43.4,1.09,10.87,79.26,2.77,10.31,310,Very Poor
Delhi,26-06-2016,48,86.63,4.54,40.57,42.04,39.05,0.85,8.71,58.37,2.99,9.68,158,Moderate
Delhi,27-06-2016,76.76,112.46,5.66,37.28,37.28,39.39,1.71,7.63,51.76,2.29,9.34,154,Moderate
Delhi,28-06-2016,80.89,96.05,12.43,40.07,49.02,35.05,3,9.77,55.61,2.91,14.57,187,Moderate
Delhi,29-06-2016,60.67,68.43,7.96,37.01,39.52,33.03,2.08,10.22,44.44,2.51,9.39,180,Moderate
Delhi,30-06-2016,69.65,103.25,9.49,34.17,39.9,31.42,2.39,9.43,51.31,2.96,9.9,190,Moderate
Delhi,01-07-2016,58.21,113.1,12.65,29.28,40.04,42.08,2.23,7.97,37.35,3,8.64,164,Moderate
Delhi,02-07-2016,57.24,96.62,15.31,33.9,48.12,36.91,2.93,7.81,40.49,3.18,12.52,148,Moderate
Delhi,03-07-2016,67.6,95.26,10.6,36.79,41.59,35.43,2.78,8.77,48.9,2.96,13.77,154,Moderate
Delhi,04-07-2016,57.1,75.83,14.67,37.93,50.05,35.38,1.72,8.88,52.3,2.79,9.43,160,Moderate
Delhi,05-07-2016,68.71,162.2,21.67,47.24,67.91,42.46,2.22,8.51,55.57,3.29,11.92,165,Moderate
Delhi,06-07-2016,77.71,143.29,11.31,34.78,43.72,52.72,2.64,7.6,57.81,3.05,8.64,210,Poor
Delhi,07-07-2016,54.5,80.82,6.51,27.69,29.77,37.18,2.18,8.73,42.67,2.53,6.88,158,Moderate
Delhi,08-07-2016,54.96,98.86,14.06,42.07,51.85,40.9,1.58,8.38,45.55,3.06,10.18,172,Moderate
Delhi,09-07-2016,52.95,87.81,13.01,30.77,41.97,40.31,1.96,7.73,45.1,2.59,9.41,151,Moderate
Delhi,10-07-2016,59.13,86.18,12.96,35.91,46.19,37.92,1.72,7.94,43.24,2.95,10.42,143,Moderate
Delhi,11-07-2016,60.92,74.51,13.86,33.57,45.91,38.15,1.08,7.74,42.22,3.58,8.87,156,Moderate
Delhi,12-07-2016,39.32,57.16,24.89,32.55,58.24,33.66,2.36,9.06,43.95,3.21,18.14,108,Moderate
Delhi,13-07-2016,71.53,79.1,29.55,31.96,57.77,43.92,1.82,8.23,50.01,3.75,17.84,163,Moderate
Delhi,14-07-2016,73.51,56.29,31.24,29.7,54.28,61.03,5,7.39,47.3,3.87,13.39,247,Poor
Delhi,15-07-2016,52.88,88.23,24.44,29.17,46.93,38.79,4.65,6.58,36.35,2.84,8.34,123,Moderate
Delhi,16-07-2016,50.99,44.48,14.85,22.38,37.7,40.89,1.21,7.18,33.31,3.47,5.86,106,Moderate
Delhi,17-07-2016,75.93,38.59,14.17,15.75,29.63,33.83,2.48,7,28.11,3.43,5.89,202,Poor
Delhi,18-07-2016,44.08,77.07,24.72,32.85,54.62,51.53,1.47,7.31,36.73,4.26,10.89,120,Moderate
Delhi,19-07-2016,42.14,166.27,20.73,31.4,48.11,55.76,1.31,6.78,44.7,4.26,9.89,135,Moderate
Delhi,20-07-2016,56.86,203.09,24.36,34.96,60.14,31.06,1.16,9.36,61.07,2.37,7.57,245,Poor
Delhi,21-07-2016,45.64,240.86,32.54,37.8,79.06,32.92,0.87,7.27,56.3,2.34,6.11,280,Poor
Delhi,22-07-2016,48.36,157.41,20.2,37.42,58.72,37.84,1.14,8.63,64.4,1.91,11.74,269,Poor
Delhi,23-07-2016,42.09,80.14,8.85,23.88,28.63,35.77,0.84,7.23,51.32,1.96,5.07,163,Moderate
Delhi,24-07-2016,59.4,124.47,15.95,56.56,69.2,38.44,1.45,8.91,65.42,2.97,9.41,,
Delhi,25-07-2016,76.29,163.57,19.52,58.4,73.04,45.77,1.32,7.93,62.62,3.39,12.4,195,Moderate
Delhi,26-07-2016,54.5,95.08,11.64,40.48,50.72,48.6,1.08,8.2,52.3,2.91,10.16,163,Moderate
Delhi,27-07-2016,40.55,58.09,25.41,40.86,65.28,42.48,1.36,10.82,56.73,4.88,14.13,108,Moderate
Delhi,28-07-2016,46.44,68.69,27.67,42.81,68.89,40.28,1.34,9.95,72.25,4.81,18.68,134,Moderate
Delhi,29-07-2016,56.16,76.89,38.7,44.18,82.68,41.18,1.76,9.87,70.34,5.25,20.12,155,Moderate
Delhi,30-07-2016,42.7,50,29.68,36.78,68.62,36.4,1.55,8.69,49.28,4.77,16.89,116,Moderate
Delhi,31-07-2016,48.03,70.62,23.7,32.5,54.99,37.62,1.29,8.01,85.11,4.25,15.17,136,Moderate
Delhi,01-08-2016,43.47,53.42,17.15,29.86,48.93,35.28,1.29,10.33,68.03,3.55,14.22,150,Moderate
Delhi,02-08-2016,43.55,55.33,24.58,34.87,56.3,34.99,2.69,8.23,91.54,2.99,19.32,121,Moderate
Delhi,03-08-2016,50.86,67.92,23.29,36.14,56.77,32.14,1.35,6.96,92.81,2.01,28.25,149,Moderate
Delhi,04-08-2016,49.04,87.48,17.77,35.93,53.75,32.45,0.92,9.03,86.42,2.26,20.91,178,Moderate
Delhi,05-08-2016,39.3,78.77,11.79,33.68,42.56,32.81,1.2,9.36,63.17,2.26,12.08,120,Moderate
Delhi,06-08-2016,43.86,76.69,23.12,38.29,60.55,32.22,2.13,9.81,68.19,2.28,19.87,140,Moderate
Delhi,07-08-2016,42.84,75.19,15.7,31.42,42.34,28.89,2.48,10.02,67.17,2.02,14.34,142,Moderate
Delhi,08-08-2016,44.04,82.26,16.52,34.27,48.51,29.3,1.37,8.48,73.28,1.93,11.98,141,Moderate
Delhi,09-08-2016,41.29,64.76,16.97,29.05,43.48,27.23,2.93,8.02,59.76,1.78,10.33,125,Moderate
Delhi,10-08-2016,39.28,54.92,15.91,30.76,43.16,29.55,1.6,9.75,53.53,1.92,11.58,127,Moderate
Delhi,11-08-2016,30.66,32.79,18.9,29.78,46,24.79,2.22,8.37,54.64,1.55,8.33,119,Moderate
Delhi,12-08-2016,42.15,84.46,31.69,34.9,66.83,23.83,1.39,8.73,70.12,2.22,11.94,111,Moderate
Delhi,13-08-2016,56.45,92.71,30.9,43.49,73.1,31.35,1.53,7.77,68.22,2.92,11.82,132,Moderate
Delhi,14-08-2016,40.81,80.14,38.03,42.53,81.71,32.09,1.28,12.53,81.39,2.39,12.1,149,Moderate
Delhi,15-08-2016,39.51,185.99,30.79,32.96,65.3,27.89,2.15,8.87,91.79,1.43,4.52,166,Moderate
Delhi,16-08-2016,49.04,245.72,25.06,28.74,53.79,26.6,3.78,7.97,83.64,0.9,3.17,274,Poor
Delhi,17-08-2016,62.19,247.59,24.1,36.46,58.74,25.64,0.95,11.16,85.32,2.15,8.31,295,Poor
Delhi,18-08-2016,55.55,132.65,22.7,51.48,65.74,30.91,1.23,9.22,72.82,2.48,11.8,219,Poor
Delhi,19-08-2016,59.03,153.16,22.45,43.97,62.04,28.14,1.15,8.84,69.54,2.83,15.47,169,Moderate
Delhi,20-08-2016,48.57,90.68,10.1,35.84,41.77,26.51,1.59,8.56,59.67,1.48,12.22,174,Moderate
Delhi,21-08-2016,28.01,65.58,5.42,27.58,29.64,23.44,3.11,9.02,42.88,1.1,4.52,111,Moderate
Delhi,22-08-2016,28.6,78.83,8.46,31.31,33.5,23.44,2.59,7.97,43.07,1.45,6.72,93,Satisfactory
Delhi,23-08-2016,38.99,85.48,7.8,39.47,40.84,26.3,1.25,8.06,50.23,3.22,11.41,107,Moderate
Delhi,24-08-2016,43.35,73.22,11.04,32.04,37.18,22.95,1.17,10.86,48.2,3.11,12.66,127,Moderate
Delhi,25-08-2016,45.88,118.92,28.83,35.41,56.77,30.36,0.99,8.23,32.24,8.35,14.36,93,Satisfactory
Delhi,26-08-2016,54.13,125.44,44.27,35.61,79.24,39.87,1,9.57,41.9,7.06,23.65,142,Moderate
Delhi,27-08-2016,56.56,,7.36,20.84,20.11,,0.36,7.91,26.55,7.29,16.03,93,Satisfactory
Delhi,28-08-2016,57.09,170.2,12.69,28.7,38.71,31.55,1.67,7.04,27.7,4.97,13.2,224,Poor
Delhi,29-08-2016,54.73,189.12,19,37.48,52.4,29.89,1.1,8.92,40.47,5.01,17.09,169,Moderate
Delhi,30-08-2016,48.93,89.57,17.92,42.73,53.37,29.36,1.12,9.22,41.9,4.12,18.54,110,Moderate
Delhi,31-08-2016,37.1,60.16,21.97,41.82,59.5,28.42,2.07,8.72,41.57,2.64,16.6,100,Satisfactory
Delhi,01-09-2016,28.06,47.47,32.06,51.78,87.95,23.08,1.22,9.47,54.7,2.55,13.23,109,Moderate
Delhi,02-09-2016,44.31,111.18,35.83,41.71,84.99,26.32,0.98,9.37,64.8,2.63,10.27,154,Moderate
Delhi,03-09-2016,46.77,208.01,30.88,40.85,76.16,23.2,0.91,10.09,68.7,2.73,10.03,216,Poor
Delhi,04-09-2016,57.64,269.42,32.6,31.96,68.02,22.02,0.91,9.05,56.8,2.03,6.07,262,Poor
Delhi,05-09-2016,45.37,246.81,35.47,33.42,72.7,19.68,1.17,9.87,57.01,1.42,4.49,260,Poor
Delhi,06-09-2016,50.42,282.23,31.2,34.74,69.03,19.05,2.99,10.61,61.24,1.91,5.54,329,Very Poor
Delhi,07-09-2016,50.73,233.83,30.1,39.21,70.35,18.99,2.16,14.63,75.45,2.19,7.1,291,Poor
Delhi,08-09-2016,71.72,260.6,31.37,39.69,70.75,20.58,1.41,12.02,63.76,2.31,8.63,300,Poor
Delhi,09-09-2016,87.99,277.61,34.45,43.67,76.55,21.51,2.39,10.34,49.75,2.63,9.22,335,Very Poor
Delhi,10-09-2016,45.7,190.45,29.83,38.14,63.72,21.07,0.75,10.81,55.82,2.4,9.22,240,Poor
Delhi,11-09-2016,45.89,164.1,32.14,40.58,67.7,20.4,2.36,10.92,52.36,2.08,6.37,177,Moderate
Delhi,12-09-2016,49.7,178.47,32.77,39.41,68.85,21.52,2.12,9.59,54.62,1.92,7.5,178,Moderate
Delhi,13-09-2016,57.08,184.5,31.66,43.84,75.96,25.79,1.62,10.93,63.46,2.47,13.54,193,Moderate
Delhi,14-09-2016,47.36,109.64,20.69,45.6,62.62,23.03,1.25,11.21,64.32,2.19,9.77,150,Moderate
Delhi,15-09-2016,79.99,198.81,21.15,54.73,69.82,28.2,1.26,11.6,77.97,3.1,10.98,215,Poor
Delhi,16-09-2016,67.11,185.86,17.87,57.22,67.78,27.03,0.95,12.39,70.09,2.71,8.79,233,Poor
Delhi,17-09-2016,81.9,207.91,28.14,56.8,83.1,29.48,0.99,12.78,75.84,2.55,8.73,220,Poor
Delhi,18-09-2016,86.16,185.57,17.63,56.82,67.1,29.26,1.28,10.89,74.51,2.35,8.81,266,Poor
Delhi,19-09-2016,75.02,143.48,24.51,67.37,74.28,34.17,1.08,14.63,88.62,1.9,5.99,192,Moderate
Delhi,20-09-2016,94.23,141.3,38.6,86.2,94.51,28.66,1.3,16.12,134.72,1.26,5.13,264,Poor
Delhi,21-09-2016,89.62,131.06,30.07,70,59.15,29.75,0.89,17.12,144.45,0.78,4.81,284,Poor
Delhi,22-09-2016,32.73,67.29,10.98,44.35,46.71,27.78,0.8,13.44,72.31,0.78,8.97,150,Moderate
Delhi,23-09-2016,55.64,125.31,13.63,57.24,64.51,29.48,1.18,13.77,78.31,1.21,8.94,134,Moderate
Delhi,24-09-2016,56.46,112.36,19.78,53.66,65.52,30.1,1.03,14.63,67.97,1.34,8.78,197,Moderate
Delhi,25-09-2016,56.64,137.48,29.6,55.69,81.12,27.69,1.24,15.5,73.87,1.23,7.19,175,Moderate
Delhi,26-09-2016,89.09,194.71,44.43,68.3,105.76,32.26,1.35,15.11,89.95,1.8,11.46,236,Poor
Delhi,27-09-2016,52.49,109.5,10.51,41.03,46.9,29.98,0.71,13.68,62.19,0.88,5.71,185,Moderate
Delhi,28-09-2016,105.43,260.01,17.52,100.66,58.72,40.17,0.49,11.94,113.81,0.81,6.44,103,Moderate
Delhi,29-09-2016,101.84,189.62,11.5,63,51.96,37.22,0.97,15.28,96.64,1.15,5.75,289,Poor
Delhi,30-09-2016,84.33,179.81,20.59,65.05,61.77,32.18,1.01,15,87.95,1.03,5.39,224,Poor
Delhi,01-10-2016,117.28,232.03,40.76,73.71,90.15,40.08,1.4,24.55,109.06,1.82,11.99,312,Very Poor
Delhi,02-10-2016,81.87,199.61,30.59,59.82,70.18,35.58,1.13,16.28,75.58,1.46,7.63,234,Poor
Delhi,03-10-2016,103.12,210.04,26.23,66.31,68.95,43.92,1.09,12.96,97.36,1.34,6.11,282,Poor
Delhi,04-10-2016,159.8,272.34,33,78.18,84.42,50.14,1.3,13.68,123.99,2.18,8.16,351,Very Poor
Delhi,05-10-2016,81.71,150.37,57.77,77.96,108.73,46.47,1.26,14.4,85.94,3.03,12.57,232,Poor
Delhi,06-10-2016,117.86,229.25,42.23,87.85,98.02,54.59,1.3,15.09,109.08,2.95,10.35,280,Poor
Delhi,07-10-2016,114.06,274.97,61.5,74.99,105.6,47.26,1.28,14.63,97.13,1.9,6.14,311,Very Poor
Delhi,08-10-2016,132.11,317.62,81.06,76.99,126.03,42.99,1.54,14.9,98.7,2.16,6.68,408,Severe
Delhi,09-10-2016,144.47,317.13,85.77,92.64,134.38,43.55,1.42,17.2,128.17,2.35,12.39,416,Severe
Delhi,10-10-2016,125.8,290.85,79.04,88.86,126.5,39.72,1.24,17.3,112.52,2.65,11.52,387,Very Poor
Delhi,11-10-2016,134.84,327.75,62.55,83.87,120.1,36.52,1.6,16.52,104.67,2.09,5.34,408,Severe
Delhi,12-10-2016,114.3,309.88,70.71,83.3,123.85,31.55,1.05,20.1,93.47,2.28,5.67,405,Severe
Delhi,13-10-2016,86.93,295.1,102.46,81.11,113,27.85,0.84,19.17,78.81,2.26,7.16,371,Very Poor
Delhi,14-10-2016,94.83,303.27,90.53,87.15,111.96,29.54,1.31,20.72,87.84,1.9,7.31,375,Very Poor
Delhi,15-10-2016,144.98,368.81,80.18,108.83,104.39,34.74,1.26,22.1,120.33,2.27,8.31,400,Very Poor
Delhi,16-10-2016,132.01,316.53,79.81,89.01,109.33,34.88,1.32,24.72,99.74,1.64,7.21,430,Severe
Delhi,17-10-2016,149.35,346.31,105.43,94.29,129.43,37.11,2.19,27.27,112.83,2.22,11.14,425,Severe
Delhi,18-10-2016,161.49,352.64,80.88,95.27,118.3,39.9,1.6,22.25,101,2.12,9.35,438,Severe
Delhi,19-10-2016,140.57,339.79,105.08,91.52,85.54,39.26,1.48,24.66,73,1.63,6.63,428,Severe
Delhi,20-10-2016,135.9,361.08,169.53,90.28,98.14,44.98,1.83,24.72,107.03,2.09,7.52,425,Severe
Delhi,21-10-2016,161.11,477.65,166.64,88.27,107.99,46.41,2.14,26.66,32.06,4.5,10.99,496,Severe
Delhi,22-10-2016,140.92,442.68,140.89,84.96,115.83,47.03,1.44,20.7,53.5,3.61,9.22,472,Severe
Delhi,23-10-2016,182.14,372.09,54.87,90.22,85.75,44.08,1.11,19.38,122.74,1.79,5.2,470,Severe
Delhi,24-10-2016,164.51,367.17,68.9,88.17,99.44,37.79,1.42,21.68,109.22,1.62,5.17,454,Severe
Delhi,25-10-2016,115.76,290.42,125.4,82.7,107.03,38.89,1.63,23.46,83.78,2.72,10.24,396,Very Poor
Delhi,26-10-2016,209.27,413.49,144.66,111.23,121.37,48.82,1.88,25,85.57,4.98,14.6,413,Severe
Delhi,27-10-2016,296.27,535.53,127.68,120.07,126.63,58.75,1.94,23.95,82.06,8.97,24.05,558,Severe
Delhi,28-10-2016,318.57,503,137.36,119.42,134.89,64.34,1.91,27.89,107.12,10.61,27.31,570,Severe
Delhi,29-10-2016,350.39,516.59,208.23,162.5,167.24,79.24,2.65,54.38,139.22,13.02,60.08,554,Severe
Delhi,30-10-2016,355.77,528.41,162.93,112.59,142.64,89.56,2.28,40.23,257.73,10.29,35.64,522,Severe
Delhi,31-10-2016,434.92,521.21,181.22,113.21,174.25,95.27,2.36,71.56,153.52,9.61,21.68,520,Severe
Delhi,01-11-2016,394.59,537.51,144.25,120.66,159.5,91.77,2.09,33.34,193.31,9.95,24.21,550,Severe
Delhi,02-11-2016,537.96,693.21,121.1,149.12,157.33,111.69,2.8,26.66,160.01,11.45,30.13,593,Severe
Delhi,03-11-2016,482.4,483.99,127.32,148.92,116.45,104.84,2.78,29.4,108.33,11.64,34.69,625,Severe
Delhi,04-11-2016,342.45,475.1,158.66,131.92,69.68,88.02,2.23,25.93,177.07,9.52,33.1,480,Severe
Delhi,05-11-2016,588.39,763.58,135.71,113.31,90.09,89.1,2.2,22.21,39.05,7.31,16.61,603,Severe
Delhi,06-11-2016,685.36,708.8,155.53,128.15,97.62,96.22,3.23,22.61,39.21,9.98,27.66,676,Severe
Delhi,07-11-2016,488.57,527.64,159.5,123.36,94.03,72.81,2.21,23.88,33.33,8.95,23.12,716,Severe
Delhi,08-11-2016,338.38,471.47,75.56,92.18,54.81,55.65,1.32,21.36,35,6.2,11.18,542,Severe
Delhi,09-11-2016,307.08,415.79,111.51,103.26,67.31,58.89,1.38,21.52,33.89,6.99,13.52,455,Severe
Delhi,10-11-2016,291.71,464.27,124.82,133.98,63.54,73.93,1.61,29.45,42.27,5.66,16.26,471,Severe
Delhi,11-11-2016,295.88,491.38,139.59,147.03,56.6,88.96,1.62,35.04,50.03,6.49,22.29,514,Severe
Delhi,12-11-2016,277.67,437.21,145.02,127.18,54.53,81.99,1.49,34.7,43.22,5.22,18.04,491,Severe
Delhi,13-11-2016,228.16,388.97,158.78,113.74,54.67,67.76,1.24,51.78,66.96,5,14.05,469,Severe
Delhi,14-11-2016,194.2,266.97,177.98,119.58,63.27,49.95,0.91,22.7,63.1,3.09,8.37,404,Severe
Delhi,15-11-2016,236.09,399.5,152.13,116.66,80.86,59.24,1.49,21.98,37.37,6.53,16.84,379,Very Poor
Delhi,16-11-2016,291.98,391.88,131.41,109.65,79.95,53.33,1.34,23.97,35.58,6.64,16.56,428,Severe
Delhi,17-11-2016,351.47,412.95,69.58,96.23,60.3,41.1,0.73,21.65,37.74,5.08,11.4,504,Severe
Delhi,18-11-2016,237.21,409.98,92.48,102.95,55.83,43.06,0.87,23.11,37.26,5.05,11.2,512,Severe
Delhi,19-11-2016,285.71,412.35,112.39,114.11,63.07,55.83,1.16,30.47,48.81,6.3,22.82,494,Severe
Delhi,20-11-2016,323.74,350.18,120.28,117.17,39.98,80.15,1.52,27.23,53.69,6.63,27.78,438,Severe
Delhi,21-11-2016,340.61,439.26,165.78,128.85,62.48,81.94,1.6,26.25,50.47,7.12,21.98,474,Severe
Delhi,22-11-2016,281.76,399.82,127.69,111.52,58.08,63.32,1.55,25.26,32.17,5.53,14.85,471,Severe
Delhi,23-11-2016,174.56,443.12,103.4,98.73,58.08,48.28,1.24,30.13,38.25,5.12,10.79,432,Severe
Delhi,24-11-2016,216.1,478.72,133.15,109.5,84.1,55.54,1.21,22.29,35.12,5.57,12.74,397,Very Poor
Delhi,25-11-2016,136.21,399.13,32.87,68.9,39.01,28.84,0.41,20.99,40.07,3.18,6.51,375,Very Poor
Delhi,26-11-2016,113.3,325.47,37.55,70.01,43.19,25.22,0.46,23.22,39.94,3.24,6.72,330,Very Poor
Delhi,27-11-2016,128.7,336.16,35.91,71.29,40.84,26.73,0.65,22.68,38.99,3.16,5.83,347,Very Poor
Delhi,28-11-2016,127.5,312.58,90.6,82.99,46.87,28.3,0.91,29.33,36.12,4.29,9.66,274,Poor
Delhi,29-11-2016,236.58,489.62,158.47,133.28,88.78,64.54,1.75,27.59,40.89,7.42,21.69,360,Very Poor
Delhi,30-11-2016,246.25,437.91,80.12,95.64,54.63,84.51,1.16,20.23,44.16,5.82,15.23,441,Severe
Delhi,01-12-2016,263.61,473.72,100.79,83.15,59.64,79.35,1.25,19.08,49.44,7.06,22.44,418,Severe
Delhi,02-12-2016,263.25,422.11,143.08,101.67,79.26,77.5,1.05,20.38,34.89,8.15,18.27,474,Severe
Delhi,03-12-2016,196.6,432.38,102.23,97.75,54.62,51.11,1.41,23.49,34.86,7.23,16.4,419,Severe
Delhi,04-12-2016,223.3,426.63,135.19,109.4,54.22,68.69,1.93,22.96,33.98,7.43,18.49,379,Very Poor
Delhi,05-12-2016,204.6,417.29,91.66,78.79,39.67,27.41,1.55,23.92,31.6,5.88,12.62,389,Very Poor
Delhi,06-12-2016,293.91,497.31,110.07,96.68,69.09,56.8,1.86,23.11,38.89,9.28,23.99,402,Severe
Delhi,07-12-2016,283.61,414.27,64.52,81.86,59.67,49.99,1.34,23.69,53.91,8.84,20.43,472,Severe
Delhi,08-12-2016,238.21,374.88,70.46,72.44,52.25,36.31,1.53,22.2,36.02,7.67,15.66,422,Severe
Delhi,09-12-2016,295.62,502.98,106.85,71.44,62.21,40.93,1.66,23.47,38.31,7.92,19.77,443,Severe
Delhi,10-12-2016,189.09,249.35,30.67,58.86,29.83,34.4,0.84,20.83,41.6,5.22,9.15,413,Severe
Delhi,11-12-2016,199.12,294.81,46.99,50.79,27.33,29.59,1.25,22.65,37.83,6.73,14.23,351,Very Poor
Delhi,12-12-2016,210.28,365.65,138.78,76.9,56.19,50.66,2.39,23.52,30.87,8.52,20.42,418,Severe
Delhi,13-12-2016,209.91,438.88,143.91,76.81,60.13,40.75,1.32,21.71,32.12,8.55,20.95,413,Severe
Delhi,14-12-2016,154.55,336.29,81.54,66.38,45.44,39.57,0.92,18.5,33.54,7.35,15.83,379,Very Poor
Delhi,15-12-2016,167.64,345.07,67.1,61.53,30.43,32.77,1.06,20.65,34.65,6.85,11.87,359,Very Poor
